texture,drainage,moisture,organic_matter,compaction,water_retention,color,texture_code,drainage_code,moisture_code,om_code,compaction_code,retention_code,color_code,ph
silty,good,moderate,high,loose,moderate,brown,3,0,1,2,0,1,2,6.55
sandy,poor,dry,high,compacted,moderate,pale/white,0,2,0,2,2,1,0,5.62
clay,good,moderate,low,loose,high,dark brown,5,0,1,0,0,2,3,6.62
sandy,poor,moderate,moderate,compacted,high,yellow/tan,0,2,1,1,2,2,1,6.23
loamy,moderate,moderate,high,loose,moderate,red,2,1,1,2,0,1,5,6.56
silty,moderate,dry,low,compacted,high,yellow/tan,3,1,0,0,2,2,1,6.84
loamy,good,moderate,moderate,compacted,high,red,2,0,1,1,2,2,5,5.83
sandy,moderate,dry,moderate,compacted,low,dark brown,0,1,0,1,2,0,3,5.97
sandy-loam,moderate,wet,moderate,compacted,high,brown,1,1,2,1,2,2,2,5.99
sandy-loam,good,dry,moderate,compacted,low,yellow/tan,1,0,0,1,2,0,1,6.7
sandy-loam,good,dry,high,compacted,moderate,pale/white,1,0,0,2,2,1,0,6.29
clay-loam,good,moderate,moderate,compacted,moderate,dark brown,4,0,1,1,2,1,3,7.05
clay-loam,good,dry,moderate,moderate,high,pale/white,4,0,0,1,1,2,0,7.54
clay,good,wet,moderate,moderate,moderate,pale/white,5,0,2,1,1,1,0,7.67
clay-loam,poor,moderate,moderate,moderate,low,dark brown,4,2,1,1,1,0,3,6.04
sandy-loam,good,dry,low,compacted,high,dark brown,1,0,0,0,2,2,3,6.33
sandy,poor,wet,high,loose,low,brown,0,2,2,2,0,0,2,5.14
silty,moderate,moderate,high,loose,moderate,dark brown,3,1,1,2,0,1,3,6.11
silty,poor,moderate,low,moderate,low,yellow/tan,3,2,1,0,1,0,1,6.38
silty,moderate,moderate,moderate,moderate,moderate,yellow/tan,3,1,1,1,1,1,1,6.58
sandy-loam,moderate,wet,low,loose,low,red,1,1,2,0,0,0,5,5.75
clay-loam,moderate,dry,high,loose,high,red,4,1,0,2,0,2,5,6.85
silty,poor,moderate,moderate,moderate,low,dark brown,3,2,1,1,1,0,3,5.88
clay,poor,wet,high,compacted,high,red,5,2,2,2,2,2,5,6.47
silty,good,dry,high,moderate,low,brown,3,0,0,2,1,0,2,6.45
clay-loam,moderate,moderate,moderate,compacted,low,red,4,1,1,1,2,0,5,6.31
silty,moderate,moderate,high,moderate,high,black/dark,3,1,1,2,1,2,4,6.17
sandy-loam,moderate,wet,low,compacted,high,red,1,1,2,0,2,2,5,6.09
sandy-loam,moderate,dry,moderate,compacted,high,yellow/tan,1,1,0,1,2,2,1,6.21
sandy-loam,moderate,wet,low,loose,low,dark brown,1,1,2,0,0,0,3,5.92
sandy,poor,wet,low,compacted,high,black/dark,0,2,2,0,2,2,4,5.53
silty,moderate,dry,moderate,loose,high,black/dark,3,1,0,1,0,2,4,6.48
loamy,good,dry,moderate,moderate,moderate,pale/white,2,0,0,1,1,1,0,7.34
clay-loam,good,wet,high,moderate,moderate,dark brown,4,0,2,2,1,1,3,6.42
sandy,poor,moderate,moderate,loose,low,dark brown,0,2,1,1,0,0,3,5.26
clay,poor,wet,low,moderate,low,yellow/tan,5,2,2,0,1,0,1,6.48
sandy-loam,poor,wet,low,compacted,low,red,1,2,2,0,2,0,5,5.42
clay,poor,dry,moderate,loose,low,brown,5,2,0,1,0,0,2,6.51
silty,good,dry,moderate,moderate,high,brown,3,0,0,1,1,2,2,6.66
sandy-loam,poor,wet,low,compacted,moderate,yellow/tan,1,2,2,0,2,1,1,5.75
loamy,moderate,moderate,low,compacted,high,black/dark,2,1,1,0,2,2,4,6.76
sandy,moderate,wet,low,moderate,low,brown,0,1,2,0,1,0,2,5.73
silty,moderate,wet,moderate,loose,low,red,3,1,2,1,0,0,5,6.32
clay,good,wet,moderate,compacted,high,yellow/tan,5,0,2,1,2,2,1,7.2
clay-loam,moderate,moderate,high,moderate,moderate,red,4,1,1,2,1,1,5,6.06
silty,moderate,dry,moderate,loose,low,black/dark,3,1,0,1,0,0,4,6.44
sandy,poor,moderate,high,loose,high,yellow/tan,0,2,1,2,0,2,1,5.31
sandy,moderate,moderate,low,compacted,high,dark brown,0,1,1,0,2,2,3,5.82
silty,moderate,wet,moderate,moderate,moderate,black/dark,3,1,2,1,1,1,4,6.46
silty,good,dry,high,moderate,high,yellow/tan,3,0,0,2,1,2,1,7.06
sandy-loam,poor,wet,moderate,loose,high,brown,1,2,2,1,0,2,2,5.8
sandy,good,moderate,high,moderate,low,brown,0,0,1,2,1,0,2,6.12
sandy-loam,moderate,wet,low,compacted,moderate,pale/white,1,1,2,0,2,1,0,6.79
loamy,poor,dry,moderate,loose,moderate,pale/white,2,2,0,1,0,1,0,6.61
clay-loam,good,wet,moderate,compacted,high,red,4,0,2,1,2,2,5,6.23
sandy-loam,moderate,moderate,high,loose,high,pale/white,1,1,1,2,0,2,0,6.3
loamy,moderate,dry,low,moderate,low,dark brown,2,1,0,0,1,0,3,6.19
sandy,good,moderate,low,compacted,high,red,0,0,1,0,2,2,5,6.06
clay,moderate,moderate,low,loose,low,brown,5,1,1,0,0,0,2,6.69
sandy-loam,good,moderate,moderate,moderate,moderate,brown,1,0,1,1,1,1,2,6.68
sandy-loam,moderate,wet,low,compacted,moderate,pale/white,1,1,2,0,2,1,0,6.88
clay,good,moderate,high,compacted,moderate,red,5,0,1,2,2,1,5,7.27
loamy,moderate,moderate,high,compacted,high,dark brown,2,1,1,2,2,2,3,5.85
clay,poor,wet,high,compacted,low,yellow/tan,5,2,2,2,2,0,1,6.65
sandy-loam,moderate,moderate,high,loose,high,pale/white,1,1,1,2,0,2,0,6.73
clay,good,dry,low,compacted,low,dark brown,5,0,0,0,2,0,3,7.13
loamy,poor,moderate,moderate,compacted,high,dark brown,2,2,1,1,2,2,3,6.22
sandy,moderate,wet,high,loose,high,pale/white,0,1,2,2,0,2,0,6.05
sandy-loam,good,wet,moderate,moderate,high,dark brown,1,0,2,1,1,2,3,6.21
loamy,good,wet,high,moderate,high,red,2,0,2,2,1,2,5,6.12
silty,moderate,wet,high,moderate,low,red,3,1,2,2,1,0,5,5.85
sandy-loam,poor,dry,moderate,moderate,moderate,dark brown,1,2,0,1,1,1,3,5.93
silty,poor,dry,high,loose,low,red,3,2,0,2,0,0,5,5.59
clay,good,dry,moderate,loose,low,pale/white,5,0,0,1,0,0,0,7.14
clay-loam,moderate,wet,low,loose,moderate,red,4,1,2,0,0,1,5,6.48
clay,moderate,moderate,moderate,compacted,moderate,pale/white,5,1,1,1,2,1,0,7.44
sandy,good,moderate,low,moderate,moderate,yellow/tan,0,0,1,0,1,1,1,6.01
silty,good,wet,high,loose,high,pale/white,3,0,2,2,0,2,0,6.6
loamy,poor,wet,moderate,moderate,low,red,2,2,2,1,1,0,5,6.33
sandy,poor,moderate,moderate,loose,moderate,dark brown,0,2,1,1,0,1,3,5.12
loamy,good,dry,high,compacted,low,dark brown,2,0,0,2,2,0,3,6.34
clay-loam,moderate,dry,moderate,compacted,moderate,dark brown,4,1,0,1,2,1,3,6.49
sandy-loam,moderate,dry,moderate,compacted,high,dark brown,1,1,0,1,2,2,3,6.0
clay-loam,poor,dry,low,loose,low,yellow/tan,4,2,0,0,0,0,1,6.66
silty,moderate,wet,moderate,loose,low,pale/white,3,1,2,1,0,0,0,6.6
clay,poor,moderate,low,loose,high,red,5,2,1,0,0,2,5,6.37
silty,poor,wet,moderate,moderate,moderate,brown,3,2,2,1,1,1,2,6.21
sandy-loam,good,moderate,low,loose,high,brown,1,0,1,0,0,2,2,5.95
silty,poor,dry,low,loose,low,yellow/tan,3,2,0,0,0,0,1,6.36
loamy,moderate,moderate,low,moderate,high,yellow/tan,2,1,1,0,1,2,1,6.59
clay-loam,good,dry,high,moderate,low,dark brown,4,0,0,2,1,0,3,5.99
silty,good,wet,high,loose,high,black/dark,3,0,2,2,0,2,4,6.24
sandy,poor,moderate,low,loose,low,pale/white,0,2,1,0,0,0,0,5.97
loamy,good,wet,high,moderate,low,yellow/tan,2,0,2,2,1,0,1,6.08
silty,moderate,dry,high,loose,moderate,brown,3,1,0,2,0,1,2,6.3
sandy,good,moderate,high,moderate,high,black/dark,0,0,1,2,1,2,4,6.01
clay-loam,poor,moderate,moderate,moderate,moderate,brown,4,2,1,1,1,1,2,6.92
silty,good,dry,moderate,loose,moderate,black/dark,3,0,0,1,0,1,4,6.35
clay,poor,dry,moderate,moderate,moderate,brown,5,2,0,1,1,1,2,6.49
silty,poor,moderate,high,moderate,low,black/dark,3,2,1,2,1,0,4,5.85
sandy-loam,poor,wet,moderate,moderate,high,brown,1,2,2,1,1,2,2,5.69
loamy,good,moderate,moderate,moderate,high,dark brown,2,0,1,1,1,2,3,6.54
silty,moderate,dry,low,compacted,moderate,yellow/tan,3,1,0,0,2,1,1,6.49
sandy,good,dry,high,moderate,high,yellow/tan,0,0,0,2,1,2,1,5.53
clay-loam,poor,dry,high,moderate,moderate,dark brown,4,2,0,2,1,1,3,6.14
loamy,moderate,wet,moderate,moderate,high,brown,2,1,2,1,1,2,2,6.58
clay,good,moderate,low,moderate,high,dark brown,5,0,1,0,1,2,3,6.96
sandy,poor,moderate,high,compacted,moderate,dark brown,0,2,1,2,2,1,3,5.42
sandy,good,dry,low,loose,moderate,black/dark,0,0,0,0,0,1,4,5.64
clay-loam,good,dry,moderate,compacted,low,yellow/tan,4,0,0,1,2,0,1,6.87
loamy,moderate,wet,low,loose,low,yellow/tan,2,1,2,0,0,0,1,6.54
sandy-loam,poor,moderate,moderate,compacted,low,brown,1,2,1,1,2,0,2,6.39
silty,poor,dry,low,compacted,moderate,black/dark,3,2,0,0,2,1,4,6.42
sandy,good,moderate,low,moderate,high,yellow/tan,0,0,1,0,1,2,1,5.77
clay,good,moderate,low,loose,high,red,5,0,1,0,0,2,5,7.03
sandy,moderate,dry,high,moderate,low,yellow/tan,0,1,0,2,1,0,1,5.59
loamy,moderate,wet,moderate,loose,high,pale/white,2,1,2,1,0,2,0,6.16
silty,good,wet,high,moderate,moderate,red,3,0,2,2,1,1,5,6.68
loamy,moderate,wet,high,compacted,low,black/dark,2,1,2,2,2,0,4,5.77
silty,moderate,moderate,moderate,loose,high,pale/white,3,1,1,1,0,2,0,6.77
clay,moderate,wet,low,compacted,high,black/dark,5,1,2,0,2,2,4,6.78
sandy,poor,dry,high,moderate,moderate,yellow/tan,0,2,0,2,1,1,1,5.84
loamy,good,wet,high,compacted,moderate,yellow/tan,2,0,2,2,2,1,1,6.32
loamy,good,dry,high,moderate,high,red,2,0,0,2,1,2,5,6.21
sandy,moderate,moderate,moderate,loose,high,pale/white,0,1,1,1,0,2,0,6.07
silty,moderate,moderate,moderate,loose,low,black/dark,3,1,1,1,0,0,4,6.31
clay,poor,wet,low,loose,moderate,pale/white,5,2,2,0,0,1,0,6.74
loamy,moderate,wet,low,moderate,low,yellow/tan,2,1,2,0,1,0,1,6.64
clay-loam,moderate,moderate,high,moderate,low,red,4,1,1,2,1,0,5,6.13
silty,moderate,wet,high,moderate,moderate,brown,3,1,2,2,1,1,2,6.15
silty,poor,wet,moderate,moderate,moderate,brown,3,2,2,1,1,1,2,5.97
sandy-loam,poor,moderate,high,moderate,high,dark brown,1,2,1,2,1,2,3,5.46
clay-loam,poor,moderate,moderate,compacted,moderate,brown,4,2,1,1,2,1,2,6.48
silty,moderate,wet,low,moderate,low,yellow/tan,3,1,2,0,1,0,1,6.78
silty,good,moderate,high,loose,low,dark brown,3,0,1,2,0,0,3,6.27
sandy-loam,good,moderate,moderate,moderate,moderate,brown,1,0,1,1,1,1,2,6.41
silty,poor,moderate,low,loose,low,yellow/tan,3,2,1,0,0,0,1,7.02
clay-loam,poor,moderate,moderate,moderate,low,dark brown,4,2,1,1,1,0,3,7.2
clay,poor,moderate,high,loose,moderate,yellow/tan,5,2,1,2,0,1,1,6.49
clay,moderate,dry,moderate,moderate,low,pale/white,5,1,0,1,1,0,0,7.51
clay-loam,good,moderate,low,loose,low,brown,4,0,1,0,0,0,2,7.08
silty,poor,dry,high,compacted,moderate,pale/white,3,2,0,2,2,1,0,6.39
silty,poor,dry,low,compacted,moderate,red,3,2,0,0,2,1,5,6.56
sandy-loam,moderate,moderate,moderate,compacted,moderate,black/dark,1,1,1,1,2,1,4,6.01
clay,moderate,moderate,low,loose,high,black/dark,5,1,1,0,0,2,4,7.06
loamy,good,dry,low,compacted,low,black/dark,2,0,0,0,2,0,4,7.09
clay,moderate,dry,moderate,compacted,low,black/dark,5,1,0,1,2,0,4,6.84
clay,good,dry,moderate,compacted,high,brown,5,0,0,1,2,2,2,7.23
clay-loam,poor,dry,moderate,compacted,low,dark brown,4,2,0,1,2,0,3,6.34
sandy,poor,dry,low,compacted,high,pale/white,0,2,0,0,2,2,0,5.91
loamy,poor,moderate,low,loose,high,black/dark,2,2,1,0,0,2,4,5.93
clay-loam,good,wet,moderate,compacted,high,dark brown,4,0,2,1,2,2,3,6.5
sandy-loam,moderate,wet,high,moderate,high,dark brown,1,1,2,2,1,2,3,6.25
silty,good,wet,high,moderate,low,brown,3,0,2,2,1,0,2,6.35
clay-loam,moderate,wet,moderate,moderate,moderate,brown,4,1,2,1,1,1,2,6.19
loamy,poor,dry,low,compacted,high,brown,2,2,0,0,2,2,2,6.22
sandy-loam,good,dry,low,moderate,high,yellow/tan,1,0,0,0,1,2,1,6.23
clay-loam,poor,dry,moderate,compacted,moderate,pale/white,4,2,0,1,2,1,0,7.16
sandy-loam,poor,wet,low,compacted,high,dark brown,1,2,2,0,2,2,3,5.51
sandy-loam,good,wet,low,compacted,moderate,black/dark,1,0,2,0,2,1,4,5.88
clay-loam,poor,dry,low,moderate,low,black/dark,4,2,0,0,1,0,4,6.24
sandy,good,wet,high,loose,low,dark brown,0,0,2,2,0,0,3,5.48
loamy,moderate,wet,moderate,loose,high,pale/white,2,1,2,1,0,2,0,7.16
sandy-loam,good,wet,high,compacted,low,brown,1,0,2,2,2,0,2,5.76
loamy,moderate,dry,moderate,moderate,high,black/dark,2,1,0,1,1,2,4,5.97
clay,poor,dry,low,compacted,moderate,brown,5,2,0,0,2,1,2,6.77
clay,moderate,dry,high,compacted,low,brown,5,1,0,2,2,0,2,6.74
clay,poor,wet,moderate,loose,high,pale/white,5,2,2,1,0,2,0,7.32
sandy-loam,poor,dry,low,moderate,high,pale/white,1,2,0,0,1,2,0,6.68
clay-loam,good,dry,low,loose,moderate,red,4,0,0,0,0,1,5,6.15
sandy-loam,good,dry,high,compacted,low,brown,1,0,0,2,2,0,2,5.84
clay-loam,moderate,dry,high,loose,low,dark brown,4,1,0,2,0,0,3,6.3
clay,moderate,dry,low,compacted,high,pale/white,5,1,0,0,2,2,0,7.32
loamy,good,dry,high,compacted,moderate,dark brown,2,0,0,2,2,1,3,6.3
clay,moderate,moderate,high,loose,low,black/dark,5,1,1,2,0,0,4,7.03
loamy,poor,moderate,moderate,compacted,moderate,pale/white,2,2,1,1,2,1,0,6.57
clay,poor,dry,high,compacted,moderate,red,5,2,0,2,2,1,5,5.94
sandy-loam,good,moderate,high,moderate,low,pale/white,1,0,1,2,1,0,0,6.52
loamy,poor,moderate,low,compacted,high,yellow/tan,2,2,1,0,2,2,1,6.31
loamy,moderate,dry,high,moderate,high,pale/white,2,1,0,2,1,2,0,6.74
silty,good,moderate,low,loose,moderate,yellow/tan,3,0,1,0,0,1,1,6.63
silty,moderate,moderate,low,moderate,low,yellow/tan,3,1,1,0,1,0,1,7.2
clay,poor,moderate,high,moderate,high,black/dark,5,2,1,2,1,2,4,6.52
sandy,moderate,wet,low,moderate,low,black/dark,0,1,2,0,1,0,4,6.15
clay,moderate,dry,low,moderate,moderate,red,5,1,0,0,1,1,5,7.02
clay-loam,poor,dry,high,loose,moderate,brown,4,2,0,2,0,1,2,6.17
clay-loam,poor,wet,high,compacted,low,dark brown,4,2,2,2,2,0,3,5.89
sandy,good,dry,moderate,moderate,high,brown,0,0,0,1,1,2,2,6.03
clay,moderate,moderate,high,loose,low,red,5,1,1,2,0,0,5,6.35
loamy,moderate,wet,high,loose,moderate,black/dark,2,1,2,2,0,1,4,5.8
sandy,poor,moderate,low,loose,moderate,dark brown,0,2,1,0,0,1,3,5.64
silty,moderate,dry,low,loose,moderate,black/dark,3,1,0,0,0,1,4,6.27
sandy,good,wet,moderate,loose,high,dark brown,0,0,2,1,0,2,3,5.47
loamy,poor,dry,high,loose,high,brown,2,2,0,2,0,2,2,5.78
sandy,moderate,moderate,moderate,loose,moderate,yellow/tan,0,1,1,1,0,1,1,6.15
sandy,poor,wet,low,compacted,high,yellow/tan,0,2,2,0,2,2,1,5.77
silty,poor,moderate,high,compacted,high,yellow/tan,3,2,1,2,2,2,1,6.27
clay-loam,poor,dry,moderate,compacted,moderate,red,4,2,0,1,2,1,5,6.18
silty,poor,dry,low,moderate,low,dark brown,3,2,0,0,1,0,3,6.64
sandy-loam,good,moderate,low,compacted,moderate,black/dark,1,0,1,0,2,1,4,6.14
silty,poor,dry,moderate,moderate,low,dark brown,3,2,0,1,1,0,3,5.55
sandy-loam,poor,dry,high,moderate,low,black/dark,1,2,0,2,1,0,4,5.43
sandy-loam,good,dry,high,moderate,moderate,black/dark,1,0,0,2,1,1,4,5.88
clay,poor,wet,high,loose,moderate,yellow/tan,5,2,2,2,0,1,1,6.29
silty,poor,moderate,low,moderate,high,yellow/tan,3,2,1,0,1,2,1,6.28
silty,moderate,dry,high,compacted,moderate,black/dark,3,1,0,2,2,1,4,6.03
loamy,poor,wet,low,loose,moderate,red,2,2,2,0,0,1,5,6.22
clay,good,dry,low,loose,high,red,5,0,0,0,0,2,5,7.07
sandy-loam,poor,moderate,high,moderate,low,red,1,2,1,2,1,0,5,5.66
sandy-loam,good,dry,low,compacted,high,pale/white,1,0,0,0,2,2,0,6.89
silty,moderate,dry,low,compacted,low,yellow/tan,3,1,0,0,2,0,1,6.76
sandy,good,dry,high,moderate,moderate,pale/white,0,0,0,2,1,1,0,6.21
sandy-loam,good,dry,high,compacted,low,dark brown,1,0,0,2,2,0,3,6.14
sandy-loam,poor,dry,moderate,loose,high,brown,1,2,0,1,0,2,2,6.27
sandy-loam,moderate,moderate,low,loose,moderate,brown,1,1,1,0,0,1,2,6.07
silty,poor,dry,high,compacted,low,dark brown,3,2,0,2,2,0,3,6.31
clay-loam,good,dry,high,compacted,moderate,red,4,0,0,2,2,1,5,6.5
silty,poor,wet,moderate,compacted,moderate,brown,3,2,2,1,2,1,2,6.08
sandy,moderate,moderate,high,moderate,high,black/dark,0,1,1,2,1,2,4,5.87
sandy,moderate,moderate,moderate,loose,moderate,dark brown,0,1,1,1,0,1,3,5.99
sandy,moderate,wet,low,moderate,high,yellow/tan,0,1,2,0,1,2,1,6.18
clay-loam,good,moderate,high,compacted,moderate,red,4,0,1,2,2,1,5,6.76
clay-loam,good,moderate,high,loose,moderate,brown,4,0,1,2,0,1,2,6.9
loamy,poor,moderate,moderate,loose,high,black/dark,2,2,1,1,0,2,4,5.99
clay,poor,dry,moderate,moderate,moderate,red,5,2,0,1,1,1,5,6.64
clay,good,dry,moderate,compacted,low,black/dark,5,0,0,1,2,0,4,7.35
clay,good,moderate,moderate,compacted,high,brown,5,0,1,1,2,2,2,6.99
clay,good,wet,moderate,loose,low,yellow/tan,5,0,2,1,0,0,1,7.26
clay-loam,moderate,wet,moderate,loose,low,dark brown,4,1,2,1,0,0,3,6.12
sandy-loam,moderate,dry,moderate,compacted,low,yellow/tan,1,1,0,1,2,0,1,6.36
sandy,poor,wet,moderate,compacted,high,black/dark,0,2,2,1,2,2,4,5.49
clay-loam,good,moderate,high,loose,low,black/dark,4,0,1,2,0,0,4,6.7
sandy-loam,poor,wet,high,loose,low,black/dark,1,2,2,2,0,0,4,5.45
clay,moderate,dry,moderate,moderate,moderate,yellow/tan,5,1,0,1,1,1,1,6.83
clay-loam,moderate,moderate,moderate,moderate,moderate,brown,4,1,1,1,1,1,2,6.76
sandy-loam,good,wet,low,moderate,low,brown,1,0,2,0,1,0,2,6.61
loamy,good,wet,low,moderate,moderate,brown,2,0,2,0,1,1,2,6.41
clay-loam,poor,wet,high,compacted,high,brown,4,2,2,2,2,2,2,6.0
silty,poor,wet,low,loose,low,black/dark,3,2,2,0,0,0,4,6.06
silty,good,dry,low,loose,high,dark brown,3,0,0,0,0,2,3,6.86
clay,good,wet,moderate,moderate,moderate,red,5,0,2,1,1,1,5,6.83
silty,poor,moderate,moderate,loose,low,yellow/tan,3,2,1,1,0,0,1,6.3
sandy,poor,wet,moderate,compacted,low,brown,0,2,2,1,2,0,2,5.62
clay-loam,poor,wet,low,loose,low,brown,4,2,2,0,0,0,2,6.34
loamy,good,dry,low,compacted,high,red,2,0,0,0,2,2,5,6.11
silty,good,dry,high,loose,high,dark brown,3,0,0,2,0,2,3,6.3
silty,moderate,wet,low,moderate,moderate,dark brown,3,1,2,0,1,1,3,6.76
sandy-loam,moderate,dry,high,compacted,moderate,black/dark,1,1,0,2,2,1,4,6.06
sandy,moderate,moderate,low,loose,high,black/dark,0,1,1,0,0,2,4,5.98
clay-loam,moderate,moderate,high,compacted,high,dark brown,4,1,1,2,2,2,3,6.12
clay,moderate,dry,moderate,compacted,high,brown,5,1,0,1,2,2,2,6.95
clay,moderate,moderate,moderate,loose,low,pale/white,5,1,1,1,0,0,0,7.35
clay,poor,dry,high,compacted,high,pale/white,5,2,0,2,2,2,0,6.85
silty,good,dry,high,moderate,high,yellow/tan,3,0,0,2,1,2,1,6.18
sandy-loam,moderate,moderate,low,moderate,moderate,red,1,1,1,0,1,1,5,6.09
loamy,moderate,dry,moderate,compacted,high,brown,2,1,0,1,2,2,2,6.46
loamy,good,wet,low,compacted,low,black/dark,2,0,2,0,2,0,4,6.31
clay,poor,dry,high,moderate,low,black/dark,5,2,0,2,1,0,4,6.65
sandy,moderate,dry,low,loose,high,red,0,1,0,0,0,2,5,5.51
clay,moderate,wet,high,compacted,moderate,brown,5,1,2,2,2,1,2,6.29
silty,good,wet,high,loose,moderate,black/dark,3,0,2,2,0,1,4,5.76
clay,poor,dry,low,moderate,moderate,brown,5,2,0,0,1,1,2,6.59
loamy,good,wet,moderate,moderate,high,red,2,0,2,1,1,2,5,6.41
clay-loam,good,moderate,low,loose,moderate,pale/white,4,0,1,0,0,1,0,7.26
sandy,moderate,wet,moderate,moderate,moderate,pale/white,0,1,2,1,1,1,0,6.21
sandy,moderate,moderate,low,moderate,high,brown,0,1,1,0,1,2,2,5.93
loamy,poor,moderate,high,moderate,moderate,brown,2,2,1,2,1,1,2,5.9
sandy-loam,good,moderate,high,moderate,moderate,dark brown,1,0,1,2,1,1,3,6.01
loamy,good,dry,low,compacted,high,dark brown,2,0,0,0,2,2,3,6.54
loamy,poor,wet,low,compacted,high,pale/white,2,2,2,0,2,2,0,6.72
clay,poor,dry,moderate,compacted,low,brown,5,2,0,1,2,0,2,6.63
sandy-loam,moderate,moderate,low,compacted,moderate,brown,1,1,1,0,2,1,2,6.32
sandy,poor,moderate,low,moderate,low,pale/white,0,2,1,0,1,0,0,5.95
sandy-loam,good,wet,moderate,moderate,high,pale/white,1,0,2,1,1,2,0,6.83
sandy-loam,poor,wet,moderate,loose,low,brown,1,2,2,1,0,0,2,5.88
sandy,moderate,wet,moderate,loose,low,brown,0,1,2,1,0,0,2,5.71
sandy-loam,poor,dry,moderate,moderate,moderate,brown,1,2,0,1,1,1,2,5.56
sandy-loam,poor,dry,low,loose,moderate,dark brown,1,2,0,0,0,1,3,5.96
clay,good,wet,high,compacted,high,black/dark,5,0,2,2,2,2,4,6.14
clay-loam,good,moderate,high,compacted,low,pale/white,4,0,1,2,2,0,0,6.93
sandy,poor,dry,low,compacted,moderate,brown,0,2,0,0,2,1,2,6.04
sandy-loam,good,moderate,low,loose,moderate,brown,1,0,1,0,0,1,2,6.57
sandy-loam,moderate,dry,moderate,loose,moderate,pale/white,1,1,0,1,0,1,0,6.22
loamy,good,moderate,high,loose,high,brown,2,0,1,2,0,2,2,6.27
sandy,good,moderate,high,loose,moderate,black/dark,0,0,1,2,0,1,4,5.66
loamy,poor,wet,high,compacted,moderate,pale/white,2,2,2,2,2,1,0,7.07
sandy,poor,wet,low,loose,high,dark brown,0,2,2,0,0,2,3,5.62
clay-loam,good,wet,high,compacted,moderate,black/dark,4,0,2,2,2,1,4,6.64
loamy,moderate,moderate,high,compacted,low,black/dark,2,1,1,2,2,0,4,6.29
loamy,good,dry,moderate,loose,low,red,2,0,0,1,0,0,5,6.57
silty,poor,moderate,high,moderate,low,black/dark,3,2,1,2,1,0,4,5.58
sandy-loam,poor,moderate,high,moderate,high,pale/white,1,2,1,2,1,2,0,5.8
clay-loam,good,dry,low,moderate,moderate,pale/white,4,0,0,0,1,1,0,7.78
sandy-loam,moderate,dry,moderate,moderate,low,red,1,1,0,1,1,0,5,6.14
clay-loam,good,dry,moderate,compacted,moderate,dark brown,4,0,0,1,2,1,3,6.44
sandy-loam,good,dry,moderate,loose,low,red,1,0,0,1,0,0,5,6.1
sandy-loam,good,moderate,high,loose,low,black/dark,1,0,1,2,0,0,4,5.61
loamy,moderate,dry,high,moderate,high,brown,2,1,0,2,1,2,2,6.1
sandy-loam,good,wet,high,compacted,low,brown,1,0,2,2,2,0,2,5.96
silty,poor,dry,high,moderate,high,dark brown,3,2,0,2,1,2,3,5.78
sandy-loam,moderate,moderate,high,moderate,moderate,pale/white,1,1,1,2,1,1,0,6.2
silty,poor,dry,low,moderate,low,brown,3,2,0,0,1,0,2,6.29
sandy,poor,wet,low,moderate,high,black/dark,0,2,2,0,1,2,4,5.68
loamy,moderate,moderate,low,loose,high,pale/white,2,1,1,0,0,2,0,6.51
clay,poor,moderate,high,compacted,moderate,dark brown,5,2,1,2,2,1,3,6.65
loamy,moderate,moderate,moderate,compacted,moderate,pale/white,2,1,1,1,2,1,0,6.64
clay,moderate,dry,high,loose,high,red,5,1,0,2,0,2,5,6.29
sandy,poor,dry,high,compacted,moderate,pale/white,0,2,0,2,2,1,0,5.5
sandy,poor,wet,moderate,loose,low,black/dark,0,2,2,1,0,0,4,5.5
silty,good,moderate,low,moderate,low,red,3,0,1,0,1,0,5,6.19
sandy-loam,poor,moderate,moderate,compacted,high,yellow/tan,1,2,1,1,2,2,1,6.28
clay,moderate,wet,low,compacted,moderate,yellow/tan,5,1,2,0,2,1,1,6.94
silty,poor,dry,high,moderate,high,yellow/tan,3,2,0,2,1,2,1,5.85
silty,poor,dry,low,loose,moderate,black/dark,3,2,0,0,0,1,4,6.28
loamy,poor,moderate,high,moderate,high,yellow/tan,2,2,1,2,1,2,1,6.24
loamy,poor,wet,low,compacted,low,dark brown,2,2,2,0,2,0,3,5.98
loamy,poor,wet,moderate,compacted,high,pale/white,2,2,2,1,2,2,0,6.6
sandy,moderate,moderate,low,loose,high,black/dark,0,1,1,0,0,2,4,5.97
loamy,moderate,dry,moderate,moderate,moderate,yellow/tan,2,1,0,1,1,1,1,6.5
sandy-loam,poor,moderate,moderate,moderate,moderate,pale/white,1,2,1,1,1,1,0,6.16
sandy-loam,poor,moderate,moderate,compacted,high,brown,1,2,1,1,2,2,2,5.68
sandy,good,wet,low,loose,low,yellow/tan,0,0,2,0,0,0,1,6.43
clay,good,moderate,high,compacted,moderate,dark brown,5,0,1,2,2,1,3,6.82
sandy,moderate,dry,high,compacted,low,black/dark,0,1,0,2,2,0,4,5.77
sandy,good,wet,low,moderate,low,red,0,0,2,0,1,0,5,6.14
silty,good,wet,high,compacted,low,red,3,0,2,2,2,0,5,6.25
silty,good,dry,low,compacted,low,red,3,0,0,0,2,0,5,6.62
silty,good,dry,high,moderate,high,brown,3,0,0,2,1,2,2,6.52
loamy,good,wet,high,loose,moderate,pale/white,2,0,2,2,0,1,0,6.66
